,State,Year,Quarter,District,Count,Amount
10573,Meghalaya,2019,4,north garo hills district,8449,11018090.113242699
10574,Meghalaya,2019,4,south west khasi hills district,2753,4185672.1333535854
10575,Meghalaya,2019,4,west garo hills district,51137,104063298.18537539
10576,Meghalaya,2019,4,south garo hills district,7020,9901296.404344358
10577,Meghalaya,2019,4,east jaintia hills district,31575,61615652.49744396
10578,Meghalaya,2019,4,south west garo hills district,7301,11722163.47943544
10579,Meghalaya,2019,4,east khasi hills district,189936,413649820.0310262
10580,Meghalaya,2019,4,east garo hills district,7811,11523924.1048165
10581,Meghalaya,2019,4,ribhoi district,42953,90622918.2855494
10582,Meghalaya,2019,4,west jaintia hills district,11750,16126169.373071242
10583,Meghalaya,2019,4,west khasi hills district,5296,8007467.18256015
10584,Meghalaya,2020,1,north garo hills district,9622,11664668.291425837
10585,Meghalaya,2020,1,south west khasi hills district,3516,5420604.457110439
10586,Meghalaya,2020,1,west garo hills district,65263,130098803.74893945
10587,Meghalaya,2020,1,south garo hills district,10483,11902327.507517824
10588,Meghalaya,2020,1,east jaintia hills district,36855,76021760.04400355
10589,Meghalaya,2020,1,south west garo hills district,10582,14322530.890240094
10590,Meghalaya,2020,1,east khasi hills district,280817,712010339.1765578
10591,Meghalaya,2020,1,east garo hills district,10003,15050504.879497694
10592,Meghalaya,2020,1,ribhoi district,51789,109400759.46669218
10593,Meghalaya,2020,1,west jaintia hills district,15784,22057088.945124794
10594,Meghalaya,2020,1,west khasi hills district,7569,12185453.500704024
10595,Meghalaya,2020,2,north garo hills district,19393,16949021.845094834
10596,Meghalaya,2020,2,south west khasi hills district,5952,5344985.9066313775
10597,Meghalaya,2020,2,west garo hills district,107355,178844205.7463917
10598,Meghalaya,2020,2,south garo hills district,15934,18498464.712551523
10599,Meghalaya,2020,2,east jaintia hills district,50077,79110098.89726548
10600,Meghalaya,2020,2,south west garo hills district,20761,21835410.25373499
10601,Meghalaya,2020,2,east khasi hills district,294655,669450297.8938913
10602,Meghalaya,2020,2,east garo hills district,19865,19379120.258930385
10603,Meghalaya,2020,2,ribhoi district,60451,108416383.1511733
10604,Meghalaya,2020,2,west jaintia hills district,26041,22356066.44251103
10605,Meghalaya,2020,2,west khasi hills district,14911,13551099.230221383
10606,Meghalaya,2020,3,north garo hills district,17943,23618250.656932063
10607,Meghalaya,2020,3,south west khasi hills district,5942,8330565.372560624
10608,Meghalaya,2020,3,west garo hills district,117550,249575864.65120554
10609,Meghalaya,2020,3,south garo hills district,17171,23368652.17951659
10610,Meghalaya,2020,3,east jaintia hills district,52534,99669877.91499355
10611,Meghalaya,2020,3,south west garo hills district,19536,31848167.460986283
10612,Meghalaya,2020,3,east khasi hills district,239307,571789473.606595
10613,Meghalaya,2020,3,east garo hills district,19353,30405909.1461664
10614,Meghalaya,2020,3,ribhoi district,64590,138771339.65408337
10615,Meghalaya,2020,3,west jaintia hills district,28622,39860361.23642549
10616,Meghalaya,2020,3,west khasi hills district,15031,19820539.503571287
10617,Meghalaya,2020,4,north garo hills district,22048,36801863.778283074
10618,Meghalaya,2020,4,south west khasi hills district,7330,18169052.922343686
10619,Meghalaya,2020,4,west garo hills district,149536,362364387.96744514
10620,Meghalaya,2020,4,south garo hills district,22487,34586748.626706876
10621,Meghalaya,2020,4,east jaintia hills district,65059,162952261.01543325
10622,Meghalaya,2020,4,south west garo hills district,24078,49584665.87626748
10623,Meghalaya,2020,4,east khasi hills district,298622,777719090.1611657
10624,Meghalaya,2020,4,east garo hills district,23262,41847990.164476685
10625,Meghalaya,2020,4,ribhoi district,90879,223682008.03015277
10626,Meghalaya,2020,4,west jaintia hills district,32267,55102701.174963415
10627,Meghalaya,2020,4,west khasi hills district,18440,41431802.48173465
10628,Meghalaya,2021,1,north garo hills district,18850,37908696.16305937
10629,Meghalaya,2021,1,south west khasi hills district,6212,18881726.278145123
10630,Meghalaya,2021,1,west garo hills district,133362,370492803.5429464
10631,Meghalaya,2021,1,south garo hills district,19054,44351833.9562286
10632,Meghalaya,2021,1,east jaintia hills district,70732,205454314.7964044
10633,Meghalaya,2021,1,south west garo hills district,18591,41861206.69737828
10634,Meghalaya,2021,1,east khasi hills district,322156,915771307.2291536
10635,Meghalaya,2021,1,east garo hills district,18473,40212217.23708049
10636,Meghalaya,2021,1,ribhoi district,98957,266571316.12978175
10637,Meghalaya,2021,1,west jaintia hills district,24312,53826602.11269104
10638,Meghalaya,2021,1,west khasi hills district,16947,60183253.84696514
10639,Meghalaya,2021,2,north garo hills district,25028,37984069.23193223
10640,Meghalaya,2021,2,south west khasi hills district,7218,17922261.886446185
10641,Meghalaya,2021,2,west garo hills district,174186,437555569.84538835
10642,Meghalaya,2021,2,south garo hills district,21894,48819031.9572919
10643,Meghalaya,2021,2,east jaintia hills district,87223,205906820.910982
10644,Meghalaya,2021,2,south west garo hills district,24491,47526700.8985536
10645,Meghalaya,2021,2,east khasi hills district,386773,994348113.9313933
10646,Meghalaya,2021,2,east garo hills district,24431,42603145.83447135
10647,Meghalaya,2021,2,ribhoi district,111231,265892507.53668693
10648,Meghalaya,2021,2,west jaintia hills district,30529,53732989.3560653
10649,Meghalaya,2021,2,west khasi hills district,16590,41326043.50138934
10650,Meghalaya,2021,3,north garo hills district,30790,56346103.9411427
10651,Meghalaya,2021,3,south west khasi hills district,8524,20862237.488949515
10652,Meghalaya,2021,3,west garo hills district,207635,550868915.1603698
10653,Meghalaya,2021,3,south garo hills district,23378,50417337.27842516
10654,Meghalaya,2021,3,east jaintia hills district,103142,254116660.02417076
10655,Meghalaya,2021,3,south west garo hills district,28662,59140851.35546415
10656,Meghalaya,2021,3,east khasi hills district,475308,1267820067.2649465
10657,Meghalaya,2021,3,east garo hills district,29654,54695590.9177565
10658,Meghalaya,2021,3,ribhoi district,135524,337135306.83131677
10659,Meghalaya,2021,3,west jaintia hills district,37590,71888903.2617979
10660,Meghalaya,2021,3,west khasi hills district,17524,45708478.00363463
10661,Meghalaya,2021,4,north garo hills district,38565,88113799.75521982
10662,Meghalaya,2021,4,south west khasi hills district,12151,47472032.66584644
10663,Meghalaya,2021,4,west garo hills district,261543,746098768.1324025
10664,Meghalaya,2021,4,south garo hills district,28989,89662812.04398018
10665,Meghalaya,2021,4,east jaintia hills district,140522,371541323.51234245
10666,Meghalaya,2021,4,south west garo hills district,35153,76249072.06112294
10667,Meghalaya,2021,4,east khasi hills district,602012,1647841435.7937279
10668,Meghalaya,2021,4,east garo hills district,37744,79675265.12123142
10669,Meghalaya,2021,4,ribhoi district,210094,495239611.12453955
10670,Meghalaya,2021,4,west jaintia hills district,43460,98276171.06270258
10671,Meghalaya,2021,4,west khasi hills district,29960,108595108.91303807
10672,Meghalaya,2022,1,north garo hills district,42030,87894203.47088854
10673,Meghalaya,2022,1,south west khasi hills district,14208,62450373.141422085
10674,Meghalaya,2022,1,west garo hills district,325791,991586557.2279948
10675,Meghalaya,2022,1,south garo hills district,43827,166412749.63292435
10676,Meghalaya,2022,1,east jaintia hills district,169484,496156278.43872654
10677,Meghalaya,2022,1,south west garo hills district,39644,98249285.49958462
10678,Meghalaya,2022,1,east khasi hills district,653082,1762837936.3129022
10679,Meghalaya,2022,1,east garo hills district,42878,97659034.30770612
10680,Meghalaya,2022,1,ribhoi district,257923,624403404.8028624
10681,Meghalaya,2022,1,west jaintia hills district,49196,126597671.42735201
10682,Meghalaya,2022,1,west khasi hills district,36687,148090837.06952718
10683,Meghalaya,2022,2,north garo hills district,44965,92496675.79074751
10684,Meghalaya,2022,2,south west khasi hills district,13571,49978363.076969974
10685,Meghalaya,2022,2,west garo hills district,392151,1150602954.6389537
10686,Meghalaya,2022,2,south garo hills district,33680,92292848.0663783
10687,Meghalaya,2022,2,east jaintia hills district,193196,502640751.7922024
10688,Meghalaya,2022,2,south west garo hills district,43006,118240788.9357543
10689,Meghalaya,2022,2,east khasi hills district,853333,2156500112.108344
10690,Meghalaya,2022,2,east garo hills district,46150,106793207.7940663
10691,Meghalaya,2022,2,ribhoi district,337102,755786725.0698186
10692,Meghalaya,2022,2,west jaintia hills district,56272,152394109.72808385
10693,Meghalaya,2022,2,west khasi hills district,31223,103764884.88347428
10694,Meghalaya,2022,3,north garo hills district,48727,107884419.5564478
10695,Meghalaya,2022,3,south west khasi hills district,13340,47102262.07706757
10696,Meghalaya,2022,3,west garo hills district,508052,1283479556.4130952
10697,Meghalaya,2022,3,south garo hills district,35206,88310719.84102407
10698,Meghalaya,2022,3,east jaintia hills district,241204,633317484.0750391
10699,Meghalaya,2022,3,south west garo hills district,48898,121831916.0453497
10700,Meghalaya,2022,3,east khasi hills district,2924522,6137770373.209272
10701,Meghalaya,2022,3,east garo hills district,47047,99390252.25463584
10702,Meghalaya,2022,3,ribhoi district,400075,825278960.5336027
10703,Meghalaya,2022,3,west jaintia hills district,62798,171112837.01348788
10704,Meghalaya,2022,3,west khasi hills district,29296,87822016.10251653
10705,Meghalaya,2022,4,north garo hills district,59149,130072498.39208946
10706,Meghalaya,2022,4,south west khasi hills district,16773,61873256.01063821
10707,Meghalaya,2022,4,west garo hills district,612945,1565478827.2720146
10708,Meghalaya,2022,4,south garo hills district,47478,134393051.37739396
10709,Meghalaya,2022,4,east jaintia hills district,252554,698736182.2686266
10710,Meghalaya,2022,4,south west garo hills district,59231,150334364.85984027
10711,Meghalaya,2022,4,east khasi hills district,2285868,4886013367.030626
10712,Meghalaya,2022,4,east garo hills district,59445,143293321.8148586
10713,Meghalaya,2022,4,ribhoi district,416100,855262410.3336376
10714,Meghalaya,2022,4,west jaintia hills district,81501,229129661.89603108
10715,Meghalaya,2022,4,west khasi hills district,41404,141954215.09290665
10716,Meghalaya,2023,1,north garo hills district,97035,198957381.0
10717,Meghalaya,2023,1,south west khasi hills district,34526,123121635.0
10718,Meghalaya,2023,1,west garo hills district,1041221,2765563809.0
10719,Meghalaya,2023,1,south garo hills district,95917,276701570.0
10720,Meghalaya,2023,1,east jaintia hills district,515136,1371613773.0
10721,Meghalaya,2023,1,south west garo hills district,112416,302145041.0
10722,Meghalaya,2023,1,east khasi hills district,1220563,2680323809.0
10723,Meghalaya,2023,1,east garo hills district,102374,230703822.0
10724,Meghalaya,2023,1,ribhoi district,729560,1474982935.0
10725,Meghalaya,2023,1,west jaintia hills district,134028,377216408.0
10726,Meghalaya,2023,1,west khasi hills district,81929,283510432.0
10727,Meghalaya,2023,2,north garo hills district,113361,215038091.0
10728,Meghalaya,2023,2,south west khasi hills district,37376,127026105.0
10729,Meghalaya,2023,2,west garo hills district,1313181,3093601156.0
10730,Meghalaya,2023,2,south garo hills district,104600,273407662.0
10731,Meghalaya,2023,2,east jaintia hills district,602439,1411515511.0
10732,Meghalaya,2023,2,south west garo hills district,138973,324256480.0
10733,Meghalaya,2023,2,east khasi hills district,1584287,3308371744.0
10734,Meghalaya,2023,2,east garo hills district,119181,259323245.0
10735,Meghalaya,2023,2,ribhoi district,849150,1540619034.0
10736,Meghalaya,2023,2,west jaintia hills district,143311,363450970.0
10737,Meghalaya,2023,2,west khasi hills district,71353,167896488.0
10738,Meghalaya,2023,3,north garo hills district,146236,251411034.0
10739,Meghalaya,2023,3,south west khasi hills district,31181,91883033.0
10740,Meghalaya,2023,3,west garo hills district,1580512,3040769172.0
10741,Meghalaya,2023,3,south garo hills district,100839,199100708.0
10742,Meghalaya,2023,3,east jaintia hills district,704743,1455319329.0
10743,Meghalaya,2023,3,south west garo hills district,159403,312859682.0
10744,Meghalaya,2023,3,east khasi hills district,1925071,3637181187.0
10745,Meghalaya,2023,3,east garo hills district,145914,265377046.0
10746,Meghalaya,2023,3,ribhoi district,1002988,1611391648.0
10747,Meghalaya,2023,3,west jaintia hills district,159073,385584331.0
10748,Meghalaya,2023,3,west khasi hills district,73882,155755910.0
10749,Meghalaya,2023,4,north garo hills district,184749,339349015.0
10750,Meghalaya,2023,4,south west khasi hills district,46793,139379319.0
10751,Meghalaya,2023,4,west garo hills district,2128194,4034159325.0
10752,Meghalaya,2023,4,south garo hills district,144242,307030739.0
10753,Meghalaya,2023,4,east jaintia hills district,866490,1891314074.0
10754,Meghalaya,2023,4,south west garo hills district,209090,424184452.0
10755,Meghalaya,2023,4,east khasi hills district,2091395,3902770749.0
10756,Meghalaya,2023,4,east garo hills district,187702,361438823.0
10757,Meghalaya,2023,4,ribhoi district,1138756,1838712964.0
10758,Meghalaya,2023,4,west jaintia hills district,177331,417636909.0
10759,Meghalaya,2023,4,west khasi hills district,93642,217082323.0
10760,Meghalaya,2024,1,north garo hills district,238343,353559646.0
10761,Meghalaya,2024,1,south west khasi hills district,53823,164786307.0
10762,Meghalaya,2024,1,west garo hills district,2767053,4883521819.0
10763,Meghalaya,2024,1,south garo hills district,198001,475971711.0
10764,Meghalaya,2024,1,east jaintia hills district,1035599,2214266060.0
10765,Meghalaya,2024,1,south west garo hills district,267929,528938201.0
10766,Meghalaya,2024,1,east khasi hills district,2147402,3754142085.0
10767,Meghalaya,2024,1,east garo hills district,233283,383983768.0
10768,Meghalaya,2024,1,ribhoi district,1267759,2046840314.0
10769,Meghalaya,2024,1,west jaintia hills district,192144,459800946.0
10770,Meghalaya,2024,1,west khasi hills district,129926,363493801.0
10771,Mizoram,2018,1,serchhip district,691,1729998.4078016216
10772,Mizoram,2018,1,aizawl district,12006,27918980.947612707
10773,Mizoram,2018,1,lunglei district,1604,2350555.3184242332
10774,Mizoram,2018,1,mamit district,1133,5729263.410353888
10775,Mizoram,2018,1,lawngtlai district,735,547180.2110017058
10776,Mizoram,2018,1,kolasib district,1457,3891685.392413744
10777,Mizoram,2018,1,champhai district,453,871005.7153709702
10778,Mizoram,2018,1,saiha district,482,2188550.572811981
10779,Mizoram,2018,2,serchhip district,1237,3831939.5692156893
10780,Mizoram,2018,2,aizawl district,16353,48340497.162337765
10781,Mizoram,2018,2,lunglei district,3249,6814747.054434758
