,State,Year,Quater,District,Registered_Users
536,Arunachal Pradesh,2023,2,west kameng,35075
537,Arunachal Pradesh,2023,2,changlang,34286
538,Arunachal Pradesh,2023,2,east siang,32826
539,Arunachal Pradesh,2023,2,lohit,24522
540,Arunachal Pradesh,2023,2,tawang,19674
541,Arunachal Pradesh,2023,2,west siang,18396
542,Arunachal Pradesh,2023,2,namsai,17877
543,Arunachal Pradesh,2023,2,lower dibang valley,14441
544,Arunachal Pradesh,2023,2,lower subansiri,13816
545,Arunachal Pradesh,2023,3,papum pare,147681
546,Arunachal Pradesh,2023,3,west kameng,36577
547,Arunachal Pradesh,2023,3,changlang,35843
548,Arunachal Pradesh,2023,3,east siang,34293
549,Arunachal Pradesh,2023,3,lohit,25647
550,Arunachal Pradesh,2023,3,tawang,20501
551,Arunachal Pradesh,2023,3,west siang,19174
552,Arunachal Pradesh,2023,3,namsai,18704
553,Arunachal Pradesh,2023,3,lower dibang valley,15073
554,Arunachal Pradesh,2023,3,lower subansiri,14442
555,Arunachal Pradesh,2023,4,papum pare,153071
556,Arunachal Pradesh,2023,4,west kameng,37896
557,Arunachal Pradesh,2023,4,changlang,37357
558,Arunachal Pradesh,2023,4,east siang,35633
559,Arunachal Pradesh,2023,4,lohit,26708
560,Arunachal Pradesh,2023,4,tawang,21219
561,Arunachal Pradesh,2023,4,west siang,19949
562,Arunachal Pradesh,2023,4,namsai,19452
563,Arunachal Pradesh,2023,4,lower dibang valley,15725
564,Arunachal Pradesh,2023,4,lower subansiri,15092
565,Arunachal Pradesh,2024,1,papum pare,159264
566,Arunachal Pradesh,2024,1,west kameng,39484
567,Arunachal Pradesh,2024,1,changlang,39144
568,Arunachal Pradesh,2024,1,east siang,37296
569,Arunachal Pradesh,2024,1,lohit,27954
570,Arunachal Pradesh,2024,1,tawang,22104
571,Arunachal Pradesh,2024,1,west siang,20794
572,Arunachal Pradesh,2024,1,namsai,20361
573,Arunachal Pradesh,2024,1,lower dibang valley,16456
574,Arunachal Pradesh,2024,1,lower subansiri,15784
575,Assam,2018,1,kamrup metropolitan,87336
576,Assam,2018,1,dibrugarh,21182
577,Assam,2018,1,barpeta,20485
578,Assam,2018,1,nagaon,19619
579,Assam,2018,1,cachar,19567
580,Assam,2018,1,sonitpur,18986
581,Assam,2018,1,jorhat,16442
582,Assam,2018,1,tinsukia,15998
583,Assam,2018,1,kamrup,15241
584,Assam,2018,1,dhubri,11421
585,Assam,2018,2,kamrup metropolitan,124720
586,Assam,2018,2,dibrugarh,30527
587,Assam,2018,2,barpeta,29882
588,Assam,2018,2,nagaon,29412
589,Assam,2018,2,cachar,29381
590,Assam,2018,2,sonitpur,28409
591,Assam,2018,2,tinsukia,23900
592,Assam,2018,2,jorhat,23683
593,Assam,2018,2,kamrup,23595
594,Assam,2018,2,dhubri,16701
595,Assam,2018,3,kamrup metropolitan,164101
596,Assam,2018,3,barpeta,41158
597,Assam,2018,3,cachar,40888
598,Assam,2018,3,dibrugarh,40711
599,Assam,2018,3,nagaon,40687
600,Assam,2018,3,sonitpur,38797
601,Assam,2018,3,kamrup,33197
602,Assam,2018,3,tinsukia,32870
603,Assam,2018,3,jorhat,32134
604,Assam,2018,3,dhubri,22705
605,Assam,2018,4,kamrup metropolitan,214212
606,Assam,2018,4,barpeta,55068
607,Assam,2018,4,nagaon,54395
608,Assam,2018,4,cachar,53209
609,Assam,2018,4,dibrugarh,52539
610,Assam,2018,4,sonitpur,51420
611,Assam,2018,4,kamrup,44868
612,Assam,2018,4,tinsukia,42624
613,Assam,2018,4,jorhat,41100
614,Assam,2018,4,dhubri,30132
615,Assam,2019,1,kamrup metropolitan,255112
616,Assam,2019,1,barpeta,67729
617,Assam,2019,1,nagaon,66306
618,Assam,2019,1,cachar,64241
619,Assam,2019,1,dibrugarh,62656
620,Assam,2019,1,sonitpur,62218
621,Assam,2019,1,kamrup,54910
622,Assam,2019,1,tinsukia,51108
623,Assam,2019,1,jorhat,48594
624,Assam,2019,1,dhubri,36652
625,Assam,2019,2,kamrup metropolitan,299219
626,Assam,2019,2,barpeta,80544
627,Assam,2019,2,nagaon,79322
628,Assam,2019,2,cachar,76533
629,Assam,2019,2,dibrugarh,74342
630,Assam,2019,2,sonitpur,73717
631,Assam,2019,2,kamrup,65883
632,Assam,2019,2,tinsukia,60548
633,Assam,2019,2,jorhat,56713
634,Assam,2019,2,dhubri,43396
635,Assam,2019,3,kamrup metropolitan,340588
636,Assam,2019,3,nagaon,100993
637,Assam,2019,3,barpeta,92001
638,Assam,2019,3,cachar,88048
639,Assam,2019,3,dibrugarh,84029
640,Assam,2019,3,sonitpur,83930
641,Assam,2019,3,kamrup,75174
642,Assam,2019,3,tinsukia,68999
643,Assam,2019,3,jorhat,63858
644,Assam,2019,3,dhubri,48953
645,Assam,2019,4,kamrup metropolitan,373761
646,Assam,2019,4,nagaon,114296
647,Assam,2019,4,barpeta,103248
648,Assam,2019,4,cachar,98890
649,Assam,2019,4,sonitpur,93662
650,Assam,2019,4,dibrugarh,93614
651,Assam,2019,4,kamrup,84609
652,Assam,2019,4,tinsukia,76944
653,Assam,2019,4,jorhat,70809
654,Assam,2019,4,golaghat,54950
655,Assam,2020,1,kamrup metropolitan,412013
656,Assam,2020,1,nagaon,129371
657,Assam,2020,1,barpeta,116286
658,Assam,2020,1,cachar,111470
659,Assam,2020,1,sonitpur,105050
660,Assam,2020,1,dibrugarh,104663
661,Assam,2020,1,kamrup,95973
662,Assam,2020,1,tinsukia,86763
663,Assam,2020,1,jorhat,78731
664,Assam,2020,1,dhubri,62477
665,Assam,2020,2,kamrup metropolitan,457023
666,Assam,2020,2,nagaon,151932
667,Assam,2020,2,barpeta,135525
668,Assam,2020,2,cachar,129067
669,Assam,2020,2,sonitpur,121435
670,Assam,2020,2,dibrugarh,121028
671,Assam,2020,2,kamrup,112992
672,Assam,2020,2,tinsukia,101864
673,Assam,2020,2,jorhat,90601
674,Assam,2020,2,dhubri,76285
675,Assam,2020,3,kamrup metropolitan,499403
676,Assam,2020,3,nagaon,168903
677,Assam,2020,3,barpeta,150166
678,Assam,2020,3,cachar,143851
679,Assam,2020,3,dibrugarh,134339
680,Assam,2020,3,sonitpur,134006
681,Assam,2020,3,kamrup,124944
682,Assam,2020,3,tinsukia,113239
683,Assam,2020,3,jorhat,99517
684,Assam,2020,3,dhubri,84816
685,Assam,2020,4,kamrup metropolitan,546458
686,Assam,2020,4,nagaon,185101
687,Assam,2020,4,barpeta,164341
688,Assam,2020,4,cachar,158821
689,Assam,2020,4,dibrugarh,147001
690,Assam,2020,4,sonitpur,146796
691,Assam,2020,4,kamrup,136799
692,Assam,2020,4,tinsukia,124067
693,Assam,2020,4,jorhat,108380
694,Assam,2020,4,dhubri,93699
695,Assam,2021,1,kamrup metropolitan,589688
696,Assam,2021,1,nagaon,200243
697,Assam,2021,1,barpeta,177789
698,Assam,2021,1,cachar,172056
699,Assam,2021,1,sonitpur,158555
700,Assam,2021,1,dibrugarh,158509
701,Assam,2021,1,kamrup,147671
702,Assam,2021,1,tinsukia,134067
703,Assam,2021,1,jorhat,116616
704,Assam,2021,1,dhubri,101643
705,Assam,2021,2,kamrup metropolitan,630676
706,Assam,2021,2,nagaon,215750
707,Assam,2021,2,barpeta,191700
708,Assam,2021,2,cachar,185350
709,Assam,2021,2,dibrugarh,170604
710,Assam,2021,2,sonitpur,170519
711,Assam,2021,2,kamrup,159018
712,Assam,2021,2,tinsukia,144571
713,Assam,2021,2,jorhat,125247
714,Assam,2021,2,dhubri,109873
715,Assam,2021,3,kamrup metropolitan,677223
716,Assam,2021,3,nagaon,233909
717,Assam,2021,3,barpeta,207997
718,Assam,2021,3,cachar,200721
719,Assam,2021,3,sonitpur,184448
720,Assam,2021,3,dibrugarh,184280
721,Assam,2021,3,kamrup,172652
722,Assam,2021,3,tinsukia,156657
723,Assam,2021,3,jorhat,135179
724,Assam,2021,3,dhubri,119554
725,Assam,2021,4,kamrup metropolitan,723960
726,Assam,2021,4,nagaon,251340
727,Assam,2021,4,barpeta,223375
728,Assam,2021,4,cachar,215876
729,Assam,2021,4,sonitpur,198091
730,Assam,2021,4,dibrugarh,197521
731,Assam,2021,4,kamrup,185421
732,Assam,2021,4,tinsukia,168240
733,Assam,2021,4,jorhat,145111
734,Assam,2021,4,dhubri,128621
735,Assam,2022,1,kamrup metropolitan,767859
736,Assam,2022,1,nagaon,268636
737,Assam,2022,1,barpeta,238871
738,Assam,2022,1,cachar,230089
739,Assam,2022,1,sonitpur,211236
740,Assam,2022,1,dibrugarh,210525
741,Assam,2022,1,kamrup,198189
742,Assam,2022,1,tinsukia,179301
743,Assam,2022,1,jorhat,154589
744,Assam,2022,1,dhubri,137698
745,Assam,2022,2,kamrup metropolitan,810057
746,Assam,2022,2,nagaon,284558
747,Assam,2022,2,barpeta,253194
748,Assam,2022,2,cachar,243727
749,Assam,2022,2,sonitpur,223514
750,Assam,2022,2,dibrugarh,222494
751,Assam,2022,2,kamrup,210048
752,Assam,2022,2,tinsukia,189633
753,Assam,2022,2,jorhat,163307
754,Assam,2022,2,dhubri,146304
755,Assam,2022,3,kamrup metropolitan,854019
756,Assam,2022,3,nagaon,300653
757,Assam,2022,3,barpeta,267667
758,Assam,2022,3,cachar,257370
759,Assam,2022,3,sonitpur,235752
760,Assam,2022,3,dibrugarh,234149
761,Assam,2022,3,kamrup,221721
762,Assam,2022,3,tinsukia,199942
763,Assam,2022,3,jorhat,171824
764,Assam,2022,3,dhubri,154896
765,Assam,2022,4,kamrup metropolitan,897245
766,Assam,2022,4,nagaon,314901
767,Assam,2022,4,barpeta,280479
768,Assam,2022,4,cachar,269556
769,Assam,2022,4,sonitpur,246327
770,Assam,2022,4,dibrugarh,244755
771,Assam,2022,4,kamrup,231849
772,Assam,2022,4,tinsukia,209247
773,Assam,2022,4,jorhat,179437
774,Assam,2022,4,dhubri,162126
775,Assam,2023,1,kamrup metropolitan,938802
776,Assam,2023,1,nagaon,330283
777,Assam,2023,1,barpeta,294210
778,Assam,2023,1,cachar,282643
779,Assam,2023,1,sonitpur,258067
780,Assam,2023,1,dibrugarh,256050
781,Assam,2023,1,kamrup,242982
782,Assam,2023,1,tinsukia,219077
783,Assam,2023,1,jorhat,187799
784,Assam,2023,1,dhubri,170279
785,Assam,2023,2,kamrup metropolitan,975409
786,Assam,2023,2,nagaon,345756
787,Assam,2023,2,barpeta,307888
788,Assam,2023,2,cachar,295315
789,Assam,2023,2,sonitpur,269578
790,Assam,2023,2,dibrugarh,267326
791,Assam,2023,2,kamrup,254290
792,Assam,2023,2,tinsukia,228972
793,Assam,2023,2,jorhat,196116
794,Assam,2023,2,dhubri,178594
795,Assam,2023,3,kamrup metropolitan,1014178
796,Assam,2023,3,nagaon,360999
797,Assam,2023,3,barpeta,321557
798,Assam,2023,3,cachar,308182
799,Assam,2023,3,sonitpur,281112
800,Assam,2023,3,dibrugarh,278740
801,Assam,2023,3,kamrup,265357
802,Assam,2023,3,tinsukia,239058
803,Assam,2023,3,jorhat,204393
804,Assam,2023,3,dhubri,186435
805,Assam,2023,4,kamrup metropolitan,1050970
806,Assam,2023,4,nagaon,375835
807,Assam,2023,4,barpeta,334209
808,Assam,2023,4,cachar,320070
809,Assam,2023,4,sonitpur,291996
810,Assam,2023,4,dibrugarh,289409
811,Assam,2023,4,kamrup,276067
812,Assam,2023,4,tinsukia,248429
813,Assam,2023,4,jorhat,212335
814,Assam,2023,4,dhubri,193881
815,Assam,2024,1,kamrup metropolitan,1092571
816,Assam,2024,1,nagaon,392625
817,Assam,2024,1,barpeta,348707
818,Assam,2024,1,cachar,334056
819,Assam,2024,1,sonitpur,304871
820,Assam,2024,1,dibrugarh,302007
821,Assam,2024,1,kamrup,288710
822,Assam,2024,1,tinsukia,259521
823,Assam,2024,1,jorhat,221581
824,Assam,2024,1,dhubri,202576
825,Bihar,2018,1,patna,425009
826,Bihar,2018,1,muzaffarpur,125298
827,Bihar,2018,1,gaya,91015
828,Bihar,2018,1,purbi champaran,87561
829,Bihar,2018,1,samastipur,76068
830,Bihar,2018,1,bhagalpur,76063
831,Bihar,2018,1,nalanda,75201
832,Bihar,2018,1,darbhanga,74414
833,Bihar,2018,1,vaishali,67921
834,Bihar,2018,1,pashchim champaran,67656
835,Bihar,2018,2,patna,568657
836,Bihar,2018,2,muzaffarpur,172315
837,Bihar,2018,2,gaya,126422
838,Bihar,2018,2,purbi champaran,125890
839,Bihar,2018,2,samastipur,107143
840,Bihar,2018,2,bhagalpur,106461
841,Bihar,2018,2,darbhanga,105558
842,Bihar,2018,2,nalanda,104076
843,Bihar,2018,2,pashchim champaran,97301
844,Bihar,2018,2,vaishali,96694
845,Bihar,2018,3,patna,684421
846,Bihar,2018,3,muzaffarpur,211519
847,Bihar,2018,3,purbi champaran,162122
848,Bihar,2018,3,gaya,160375
849,Bihar,2018,3,samastipur,134680
850,Bihar,2018,3,darbhanga,132803
851,Bihar,2018,3,bhagalpur,131270
852,Bihar,2018,3,nalanda,128472
853,Bihar,2018,3,pashchim champaran,124955
854,Bihar,2018,3,saran,123407
855,Bihar,2018,4,patna,826399
856,Bihar,2018,4,muzaffarpur,260789
857,Bihar,2018,4,purbi champaran,206934
858,Bihar,2018,4,gaya,203926
859,Bihar,2018,4,samastipur,169774
860,Bihar,2018,4,darbhanga,167302
861,Bihar,2018,4,bhagalpur,164162
862,Bihar,2018,4,saran,161486
863,Bihar,2018,4,pashchim champaran,161063
864,Bihar,2018,4,nalanda,160167
865,Bihar,2019,1,patna,964432
866,Bihar,2019,1,muzaffarpur,309416
867,Bihar,2019,1,purbi champaran,252394
868,Bihar,2019,1,gaya,245773
869,Bihar,2019,1,samastipur,204544
870,Bihar,2019,1,darbhanga,202521
871,Bihar,2019,1,saran,197928
872,Bihar,2019,1,pashchim champaran,197074
873,Bihar,2019,1,bhagalpur,195057
874,Bihar,2019,1,madhubani,195036
875,Bihar,2019,2,patna,1076012
876,Bihar,2019,2,muzaffarpur,353459
877,Bihar,2019,2,purbi champaran,292711
878,Bihar,2019,2,gaya,281107
879,Bihar,2019,2,samastipur,234046
880,Bihar,2019,2,darbhanga,232722
881,Bihar,2019,2,saran,230068
882,Bihar,2019,2,pashchim champaran,227901
883,Bihar,2019,2,madhubani,226202
884,Bihar,2019,2,bhagalpur,223725
885,Bihar,2019,3,patna,1180262
886,Bihar,2019,3,muzaffarpur,396343
887,Bihar,2019,3,purbi champaran,330361
888,Bihar,2019,3,gaya,315649
889,Bihar,2019,3,samastipur,262875
890,Bihar,2019,3,darbhanga,262421
891,Bihar,2019,3,saran,260966
892,Bihar,2019,3,pashchim champaran,256491
893,Bihar,2019,3,madhubani,255761
894,Bihar,2019,3,bhagalpur,249214
895,Bihar,2019,4,patna,1289426
896,Bihar,2019,4,muzaffarpur,445815
897,Bihar,2019,4,purbi champaran,378861
898,Bihar,2019,4,gaya,356225
899,Bihar,2019,4,samastipur,297942
900,Bihar,2019,4,saran,297022
901,Bihar,2019,4,darbhanga,296008
902,Bihar,2019,4,pashchim champaran,293867
903,Bihar,2019,4,madhubani,291613
904,Bihar,2019,4,bhagalpur,279580
905,Bihar,2020,1,patna,1397342
906,Bihar,2020,1,muzaffarpur,498548
907,Bihar,2020,1,purbi champaran,431458
908,Bihar,2020,1,gaya,398678
909,Bihar,2020,1,saran,335039
910,Bihar,2020,1,samastipur,334935
911,Bihar,2020,1,pashchim champaran,334931
912,Bihar,2020,1,darbhanga,332707
913,Bihar,2020,1,madhubani,328630
914,Bihar,2020,1,vaishali,312949
915,Bihar,2020,2,patna,1506233
916,Bihar,2020,2,muzaffarpur,558435
917,Bihar,2020,2,purbi champaran,505364
918,Bihar,2020,2,gaya,447895
919,Bihar,2020,2,pashchim champaran,390547
920,Bihar,2020,2,samastipur,381913
921,Bihar,2020,2,saran,381281
922,Bihar,2020,2,darbhanga,379555
923,Bihar,2020,2,madhubani,379217
924,Bihar,2020,2,bhagalpur,352316
925,Bihar,2020,3,patna,1625305
926,Bihar,2020,3,muzaffarpur,617383
927,Bihar,2020,3,purbi champaran,570592
928,Bihar,2020,3,gaya,493207
929,Bihar,2020,3,pashchim champaran,435319
930,Bihar,2020,3,madhubani,425154
931,Bihar,2020,3,saran,424821
932,Bihar,2020,3,samastipur,424696
933,Bihar,2020,3,darbhanga,424611
934,Bihar,2020,3,vaishali,391002
935,Bihar,2020,4,patna,1752007
936,Bihar,2020,4,muzaffarpur,673397
937,Bihar,2020,4,purbi champaran,627214
938,Bihar,2020,4,gaya,538319
939,Bihar,2020,4,pashchim champaran,476717
940,Bihar,2020,4,saran,467918
941,Bihar,2020,4,madhubani,467849
942,Bihar,2020,4,darbhanga,467317
943,Bihar,2020,4,samastipur,466536
944,Bihar,2020,4,bhagalpur,428157
945,Bihar,2021,1,patna,1881439
946,Bihar,2021,1,muzaffarpur,728384
947,Bihar,2021,1,purbi champaran,681660
948,Bihar,2021,1,gaya,581376
949,Bihar,2021,1,pashchim champaran,517219
950,Bihar,2021,1,saran,507177
951,Bihar,2021,1,darbhanga,506381
952,Bihar,2021,1,madhubani,506293
953,Bihar,2021,1,samastipur,505806
954,Bihar,2021,1,vaishali,463655
955,Bihar,2021,2,patna,2010353
956,Bihar,2021,2,muzaffarpur,781251
957,Bihar,2021,2,purbi champaran,733817
958,Bihar,2021,2,gaya,624010
959,Bihar,2021,2,pashchim champaran,556408
960,Bihar,2021,2,saran,544975
961,Bihar,2021,2,samastipur,543782
962,Bihar,2021,2,darbhanga,543496
963,Bihar,2021,2,madhubani,543493
964,Bihar,2021,2,vaishali,497933
965,Bihar,2021,3,patna,2156402
966,Bihar,2021,3,muzaffarpur,842701
967,Bihar,2021,3,purbi champaran,794120
968,Bihar,2021,3,gaya,673356
969,Bihar,2021,3,pashchim champaran,602251
970,Bihar,2021,3,saran,588276
971,Bihar,2021,3,madhubani,587337
972,Bihar,2021,3,samastipur,586990
973,Bihar,2021,3,darbhanga,586251
974,Bihar,2021,3,vaishali,536933
975,Bihar,2021,4,patna,2303852
976,Bihar,2021,4,muzaffarpur,903775
977,Bihar,2021,4,purbi champaran,853893
978,Bihar,2021,4,gaya,721905
979,Bihar,2021,4,pashchim champaran,647450
980,Bihar,2021,4,saran,631469
981,Bihar,2021,4,samastipur,630218
982,Bihar,2021,4,madhubani,629986
983,Bihar,2021,4,darbhanga,628529
984,Bihar,2021,4,vaishali,576156
985,Bihar,2022,1,patna,2443356
986,Bihar,2022,1,muzaffarpur,962924
987,Bihar,2022,1,purbi champaran,912427
988,Bihar,2022,1,gaya,769265
989,Bihar,2022,1,pashchim champaran,692182
990,Bihar,2022,1,saran,673849
991,Bihar,2022,1,samastipur,672508
992,Bihar,2022,1,madhubani,672303
993,Bihar,2022,1,darbhanga,669850
994,Bihar,2022,1,vaishali,614159
995,Bihar,2022,2,patna,2577123
996,Bihar,2022,2,muzaffarpur,1018560
997,Bihar,2022,2,purbi champaran,967838
998,Bihar,2022,2,gaya,814180
999,Bihar,2022,2,pashchim champaran,734476
1000,Bihar,2022,2,saran,714109
1001,Bihar,2022,2,samastipur,712626
1002,Bihar,2022,2,madhubani,711897
1003,Bihar,2022,2,darbhanga,708828
1004,Bihar,2022,2,vaishali,650319
1005,Bihar,2022,3,patna,2716533
1006,Bihar,2022,3,muzaffarpur,1077200
1007,Bihar,2022,3,purbi champaran,1025772
1008,Bihar,2022,3,gaya,859903
1009,Bihar,2022,3,pashchim champaran,777977
1010,Bihar,2022,3,saran,756293
1011,Bihar,2022,3,samastipur,754322
1012,Bihar,2022,3,madhubani,753153
1013,Bihar,2022,3,darbhanga,749430
1014,Bihar,2022,3,vaishali,688248
1015,Bihar,2022,4,patna,2854738
1016,Bihar,2022,4,muzaffarpur,1132096
1017,Bihar,2022,4,purbi champaran,1079466
1018,Bihar,2022,4,gaya,902593
1019,Bihar,2022,4,pashchim champaran,817644
1020,Bihar,2022,4,saran,795553
1021,Bihar,2022,4,samastipur,793296
1022,Bihar,2022,4,madhubani,790218
1023,Bihar,2022,4,darbhanga,787306
1024,Bihar,2022,4,vaishali,723338
1025,Bihar,2023,1,patna,2988174
1026,Bihar,2023,1,muzaffarpur,1186500
1027,Bihar,2023,1,purbi champaran,1133269
1028,Bihar,2023,1,gaya,946050
1029,Bihar,2023,1,pashchim champaran,858644
1030,Bihar,2023,1,saran,834739
1031,Bihar,2023,1,samastipur,832148
1032,Bihar,2023,1,madhubani,828561
1033,Bihar,2023,1,darbhanga,824935
1034,Bihar,2023,1,vaishali,758603
1035,Bihar,2023,2,patna,3102247
1036,Bihar,2023,2,muzaffarpur,1236642
1037,Bihar,2023,2,purbi champaran,1183746
1038,Bihar,2023,2,gaya,987115
1039,Bihar,2023,2,pashchim champaran,896967
1040,Bihar,2023,2,saran,871017
1041,Bihar,2023,2,samastipur,868715
1042,Bihar,2023,2,madhubani,865373
1043,Bihar,2023,2,darbhanga,860625
1044,Bihar,2023,2,vaishali,791100
1045,Bihar,2023,3,patna,3224750
1046,Bihar,2023,3,muzaffarpur,1287940
1047,Bihar,2023,3,purbi champaran,1234014
1048,Bihar,2023,3,gaya,1028527
1049,Bihar,2023,3,pashchim champaran,934834
1050,Bihar,2023,3,saran,908065
1051,Bihar,2023,3,samastipur,905652
1052,Bihar,2023,3,madhubani,901607
1053,Bihar,2023,3,darbhanga,896190
1054,Bihar,2023,3,vaishali,824848
1055,Bihar,2023,4,patna,3335655
1056,Bihar,2023,4,muzaffarpur,1336058
1057,Bihar,2023,4,purbi champaran,1280593
1058,Bihar,2023,4,gaya,1066119
1059,Bihar,2023,4,pashchim champaran,969579
1060,Bihar,2023,4,saran,942850
1061,Bihar,2023,4,samastipur,939833
1062,Bihar,2023,4,madhubani,935884
1063,Bihar,2023,4,darbhanga,929423
1064,Bihar,2023,4,vaishali,855913
1065,Bihar,2024,1,patna,3464540
1066,Bihar,2024,1,muzaffarpur,1391427
1067,Bihar,2024,1,purbi champaran,1335289
1068,Bihar,2024,1,gaya,1110224
1069,Bihar,2024,1,pashchim champaran,1011106
1070,Bihar,2024,1,saran,983188
1071,Bihar,2024,1,samastipur,980091
1072,Bihar,2024,1,madhubani,975263
1073,Bihar,2024,1,darbhanga,967610
1074,Bihar,2024,1,vaishali,891651
1075,Chandigarh,2018,1,chandigarh,86268
1076,Chandigarh,2018,2,chandigarh,115219
1077,Chandigarh,2018,3,chandigarh,143893
1078,Chandigarh,2018,4,chandigarh,177747
1079,Chandigarh,2019,1,chandigarh,209175
1080,Chandigarh,2019,2,chandigarh,240439
1081,Chandigarh,2019,3,chandigarh,267337
1082,Chandigarh,2019,4,chandigarh,289590
1083,Chandigarh,2020,1,chandigarh,312887
1084,Chandigarh,2020,2,chandigarh,336351
1085,Chandigarh,2020,3,chandigarh,362588
1086,Chandigarh,2020,4,chandigarh,391402
1087,Chandigarh,2021,1,chandigarh,419998
1088,Chandigarh,2021,2,chandigarh,448572
1089,Chandigarh,2021,3,chandigarh,480463
1090,Chandigarh,2021,4,chandigarh,512092
1091,Chandigarh,2022,1,chandigarh,541549
1092,Chandigarh,2022,2,chandigarh,569582
1093,Chandigarh,2022,3,chandigarh,598698
1094,Chandigarh,2022,4,chandigarh,627563
1095,Chandigarh,2023,1,chandigarh,654522
